Gene 1	Gene 2	Weight	Network group	Networks
IFIT2	IL1RN	0.03579450212419033	Co-expression	Burington-Shaughnessy-2008; Ramaswamy-Golub-2001
CCL4	IL8	0.035673793870955706	Co-expression	Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Ramaswamy-Golub-2001
ISG15	CXCL10	0.03500001039355993	Co-expression	Roth-Zlotnik-2006; Salaverria-Siebert-2011
CD44	CD80	0.034874700009822845	Co-expression	Rieger-Chu-2004; Smirnov-Cheung-2009; Wu-Garvey-2007
TNF	CXCL1	0.034739742055535316	Co-expression	Alizadeh-Staudt-2000; Boldrick-Relman-2002; Gysin-McMahon-2012
TAP1	GBP5	0.03471630346029997	Co-expression	Bahr-Bowler-2013; Roth-Zlotnik-2006
CCL4	SAMSN1	0.034630593843758106	Co-expression	Alizadeh-Staudt-2000; Chen-Brown-2002
CXCL1	SERPINB3	0.0345479641109705	Co-expression	Bild-Nevins-2006 B; Mallon-McKay-2013
STAT1	CCL4	0.03451769519597292	Co-expression	Cheok-Evans-2003; Salaverria-Siebert-2011
GPR183	CXCL10	0.03435530886054039	Co-expression	Cheok-Evans-2003; Rieger-Chu-2004; Smirnov-Cheung-2009; Wu-Garvey-2007
IFITM1	USP18	0.03420806024223566	Co-expression	Arijs-Rutgeerts-2009; Salaverria-Siebert-2011; Smirnov-Cheung-2009
HCAR3	SOD2	0.034183076582849026	Co-expression	Arijs-Rutgeerts-2009; Ramaswamy-Golub-2001
CD44	SAMSN1	0.034160191193223	Co-expression	Alizadeh-Staudt-2000; Arijs-Rutgeerts-2009; Innocenti-Brown-2011
MX1	GBP1	0.034093362744897604	Co-expression	Boldrick-Relman-2002; Chen-Brown-2002; Gysin-McMahon-2012
TAP1	TNFSF10	0.034027091693133116	Co-expression	Boldrick-Relman-2002; Rieger-Chu-2004; Salaverria-Siebert-2011; Wang-Maris-2006
IL1B	RIPK2	0.034025867003947496	Co-expression	Arijs-Rutgeerts-2009; Roth-Zlotnik-2006
HCAR3	CXCL10	0.03373792115598917	Co-expression	Gysin-McMahon-2012; Ramaswamy-Golub-2001
COL3A1	CCL13	0.033581387251615524	Co-expression	Burington-Shaughnessy-2008
GBP1	GBP4	0.03357360139489174	Co-expression	Arijs-Rutgeerts-2009; Roth-Zlotnik-2006
MX1	CXCL10	0.03343749791383743	Co-expression	Innocenti-Brown-2011; Wang-Maris-2006
IL8	CD80	0.03338908310979605	Co-expression	Arijs-Rutgeerts-2009; Cheok-Evans-2003
SLAMF7	PLAC8	0.033362725749611855	Co-expression	Bahr-Bowler-2013; Boldrick-Relman-2002; Mallon-McKay-2013
CCL8	APOBEC3A	0.03318267781287432	Co-expression	Arijs-Rutgeerts-2009; Salaverria-Siebert-2011
CXCL5	SLAMF7	0.033168298192322254	Co-expression	Boldrick-Relman-2002; Roth-Zlotnik-2006
IFIT2	HCAR3	0.03296777792274952	Co-expression	Arijs-Rutgeerts-2009; Ramaswamy-Golub-2001
CCL20	SERPINB3	0.032860979437828064	Co-expression	Bild-Nevins-2006 B
ISG15	IL1RN	0.032622167840600014	Co-expression	Alizadeh-Staudt-2000; Ramaswamy-Golub-2001
CXCL9	GBP5	0.032545588444918394	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Mallon-McKay-2013
IFIT2	IFITM1	0.03251825179904699	Co-expression	Bild-Nevins-2006 B; Salaverria-Siebert-2011
IFIT2	STAT1	0.03239002916961908	Co-expression	Bild-Nevins-2006 B; Kang-Willman-2010
TNFSF10	CCL2	0.03236223105341196	Co-expression	Alizadeh-Staudt-2000; Mallon-McKay-2013; Salaverria-Siebert-2011
IFIT2	CXCL10	0.0323115112259984	Co-expression	Arijs-Rutgeerts-2009; Ramaswamy-Golub-2001
OASL	GBP5	0.032304877415299416	Co-expression	Bahr-Bowler-2013; Innocenti-Brown-2011; Mallon-McKay-2013
CXCL2	TNF	0.032247886061668396	Co-expression	Boldrick-Relman-2002; Gysin-McMahon-2012
PTX3	CD44	0.03220862988382578	Co-expression	Gysin-McMahon-2012; Mallon-McKay-2013
CCL3	CXCL2	0.031871598213911057	Co-expression	Boldrick-Relman-2002; Ramaswamy-Golub-2001
CCL3	IFNG	0.03168943524360657	Co-expression	Innocenti-Brown-2011; Rieger-Chu-2004
IDO2	CXCL10	0.03168417513370514	Co-expression	Roth-Zlotnik-2006
GBP1	CD24	0.0316232293844223	Co-expression	Smirnov-Cheung-2009; Wu-Garvey-2007
OASL	CXCL9	0.03144311346113682	Co-expression	Mallon-McKay-2013; Roth-Zlotnik-2006
CCL5	RASGRP1	0.031425639521330595	Co-expression	Innocenti-Brown-2011; Wang-Maris-2006; Wu-Garvey-2007
CCL7	CCL13	0.03142533730715513	Co-expression	Boldrick-Relman-2002; Chen-Brown-2002
CCL4	CCL2	0.03141429554671049	Co-expression	Alizadeh-Staudt-2000; Chen-Brown-2002; Innocenti-Brown-2011
CCL3	CD44	0.03137143328785896	Co-expression	Alizadeh-Staudt-2000; Boldrick-Relman-2002
ISG15	GBP1	0.03099833009764552	Co-expression	Alizadeh-Staudt-2000; Gysin-McMahon-2012; Salaverria-Siebert-2011
STAT1	GBP5	0.03077497985213995	Co-expression	Arijs-Rutgeerts-2009; Bahr-Bowler-2013
HCAR3	IL6	0.030600828118622303	Co-expression	Innocenti-Brown-2011; Ramaswamy-Golub-2001
GBP1	IL6	0.030308496206998825	Co-expression	Boldrick-Relman-2002; Gysin-McMahon-2012; Rieger-Chu-2004
IFI44L	CXCL11	0.030263425782322884	Co-expression	Roth-Zlotnik-2006
GBP1	SOD2	0.030101867858320475	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Salaverria-Siebert-2011
CXCL11	GBP4	0.030027798376977444	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
CXCL11	GBP5	0.02994435280561447	Co-expression	Innocenti-Brown-2011; Roth-Zlotnik-2006
TNF	IL8	0.029704500921070576	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Smirnov-Cheung-2009
IFI44L	GBP4	0.029689033515751362	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
CXCL2	GPR183	0.029566513374447823	Co-expression	Ramaswamy-Golub-2001; Salaverria-Siebert-2011
IL8	SERPINB9	0.029402020387351513	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
SLAMF7	CCL20	0.02926558069884777	Co-expression	Roth-Zlotnik-2006
TAP1	IL1RN	0.029229454696178436	Co-expression	Alizadeh-Staudt-2000; Gysin-McMahon-2012
CXCL9	TNFSF10	0.029109923169016838	Co-expression	Alizadeh-Staudt-2000; Boldrick-Relman-2002; Chen-Brown-2002
PTGS2	SERPINB9	0.029078513383865356	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
PTGS2	IL1RN	0.029021162539720535	Co-expression	Arijs-Rutgeerts-2009; Wang-Maris-2006
CXCL10	GBP5	0.0288825836032629	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Mallon-McKay-2013
CCL3	CXCL1	0.02884942851960659	Co-expression	Boldrick-Relman-2002; Innocenti-Brown-2011
ADM	TNFSF8	0.02884084451943636	Co-expression	Bahr-Bowler-2013; Burington-Shaughnessy-2008
OASL	CXCL11	0.028622841462492943	Co-expression	Bild-Nevins-2006 B; Wang-Maris-2006
CCL3	S100A12	0.028449208475649357	Co-expression	Chen-Brown-2002; Ramaswamy-Golub-2001
CCL7	CXCL11	0.02833230420947075	Co-expression	Innocenti-Brown-2011
CCL3	SAMSN1	0.028234652243554592	Co-expression	Alizadeh-Staudt-2000; Chen-Brown-2002
OASL	APOBEC3A	0.028190783224999905	Co-expression	Mallon-McKay-2013; Salaverria-Siebert-2011
GPR183	LILRA1	0.02815609611570835	Co-expression	Kang-Willman-2010
GPR183	CCL20	0.027833028230816126	Co-expression	Roth-Zlotnik-2006; Smirnov-Cheung-2009
CXCL3	GPR183	0.02774420753121376	Co-expression	Innocenti-Brown-2011; Ramaswamy-Golub-2001
IDO1	GBP4	0.02768781967461109	Co-expression	Arijs-Rutgeerts-2009; Roth-Zlotnik-2006
IFIT3	IL8	0.027479994110763073	Co-expression	Alizadeh-Staudt-2000; Ramaswamy-Golub-2001
MX1	CCL8	0.027452249079942703	Co-expression	Bild-Nevins-2006 B; Mallon-McKay-2013
OASL	IDO1	0.027450622990727425	Co-expression	Roth-Zlotnik-2006; Salaverria-Siebert-2011
CCL5	CXCL11	0.0274079916998744	Co-expression	Bild-Nevins-2006 B; Innocenti-Brown-2011; Roth-Zlotnik-2006
CXCL3	CYP27B1	0.027186531573534012	Co-expression	Rieger-Chu-2004; Wu-Garvey-2007
IFNG	HCAR3	0.02706842217594385	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
IFIT2	IL1B	0.026960249058902264	Co-expression	Arijs-Rutgeerts-2009; Ramaswamy-Golub-2001
CCL4	CD44	0.026827597990632057	Co-expression	Alizadeh-Staudt-2000; Boldrick-Relman-2002
IL6	CD44	0.026759850792586803	Co-expression	Alizadeh-Staudt-2000; Smirnov-Cheung-2009
CCL8	IRAK2	0.026702238246798515	Co-expression	Kang-Willman-2010
HCAR3	PTGS2	0.026546933688223362	Co-expression	Innocenti-Brown-2011; Salaverria-Siebert-2011
CXCL3	CCL2	0.026436583139002323	Co-expression	Innocenti-Brown-2011; Kang-Willman-2010
IL6	CCL7	0.02629120647907257	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
IFITM1	CXCL1	0.026106112636625767	Co-expression	Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Ramaswamy-Golub-2001
TAP1	IL8	0.02604545373469591	Co-expression	Bild-Nevins-2006 B; Chen-Brown-2002
SAMSN1	RIPK2	0.026019301265478134	Co-expression	Salaverria-Siebert-2011
IL6	CCL8	0.025921745225787163	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
CCL20	RIPK2	0.025809605605900288	Co-expression	Innocenti-Brown-2011; Rieger-Chu-2004
CCL5	GBP5	0.02569937566295266	Co-expression	Innocenti-Brown-2011; Mallon-McKay-2013; Roth-Zlotnik-2006
IFNG	PTGS2	0.025490017607808113	Co-expression	Innocenti-Brown-2011; Wu-Garvey-2007
IFITM1	GBP5	0.025300723500549793	Co-expression	Bahr-Bowler-2013; Kang-Willman-2010
ISG15	CXCL11	0.025206655263900757	Co-expression	Roth-Zlotnik-2006
PTGS2	CXCL10	0.02518805069848895	Co-expression	Boldrick-Relman-2002; Wu-Garvey-2007
ISG15	CXCL9	0.025142712518572807	Co-expression	Roth-Zlotnik-2006
IFNG	CCL8	0.02512801717966795	Co-expression	Arijs-Rutgeerts-2009; Salaverria-Siebert-2011
CXCL3	SAMSN1	0.02510514948517084	Co-expression	Gysin-McMahon-2012; Kang-Willman-2010
IL8	CXCL10	0.02468585129827261	Co-expression	Bild-Nevins-2006 B; Wu-Garvey-2007
CCL8	CXCL11	0.024624301120638847	Co-expression	Bild-Nevins-2006 B; Salaverria-Siebert-2011
CXCL5	S100A12	0.024550451897084713	Co-expression	Wang-Maris-2006; Wu-Garvey-2007
CXCL1	CD44	0.024525645188987255	Co-expression	Alizadeh-Staudt-2000; Arijs-Rutgeerts-2009
HCAR3	CCL20	0.024524284526705742	Co-expression	Salaverria-Siebert-2011
HCAR3	CCL2	0.02447423618286848	Co-expression	Burington-Shaughnessy-2008; Innocenti-Brown-2011
CCL7	IL1RN	0.024466389790177345	Co-expression	Alizadeh-Staudt-2000
IFNG	CCL13	0.02437223121523857	Co-expression	Bild-Nevins-2006 B
IDO1	SOD2	0.024202682077884674	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B
GBP1	APOBEC3A	0.02420168649405241	Co-expression	Kang-Willman-2010; Salaverria-Siebert-2011
RASGRP1	IL8	0.02419708762317896	Co-expression	Boldrick-Relman-2002; Gysin-McMahon-2012; Wu-Garvey-2007
IFIT3	CXCL11	0.02408481575548649	Co-expression	Roth-Zlotnik-2006
GBP1	USP18	0.024030694738030434	Co-expression	Gysin-McMahon-2012; Smirnov-Cheung-2009
CCL5	CCL13	0.024013835471123457	Co-expression	Bild-Nevins-2006 B; Chen-Brown-2002
S100A12	IL6	0.02398441731929779	Co-expression	Ramaswamy-Golub-2001
HCAR3	CXCL3	0.023968182504177094	Co-expression	Salaverria-Siebert-2011
IL8	SAMSN1	0.02395240217447281	Co-expression	Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Kang-Willman-2010
HCAR3	SAMSN1	0.023849180433899164	Co-expression	Arijs-Rutgeerts-2009; Chen-Brown-2002
CXCL10	USP18	0.023822388611733913	Co-expression	Gysin-McMahon-2012; Salaverria-Siebert-2011
IFNG	CCL7	0.023683179169893265	Co-expression	Roth-Zlotnik-2006
GPR183	CCL3L3	0.023679044097661972	Co-expression	Innocenti-Brown-2011; Mallon-McKay-2013
GBP1	CCL2	0.02361141238361597	Co-expression	Mallon-McKay-2013; Salaverria-Siebert-2011
OAS2	PLAC8	0.02349109947681427	Co-expression	Bahr-Bowler-2013; Smirnov-Cheung-2009
ISG20	SLAMF7	0.023489168845117092	Co-expression	Mallon-McKay-2013; Roth-Zlotnik-2006
TNF	CCL2	0.0234435573220253	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
TNF	CCL3L3	0.023430343717336655	Co-expression	Innocenti-Brown-2011
CCL2	CXCL11	0.023417087271809578	Co-expression	Salaverria-Siebert-2011
CXCL5	IFIT3	0.02328597754240036	Co-expression	Alizadeh-Staudt-2000
IFIT2	S100A12	0.023246614262461662	Co-expression	Ramaswamy-Golub-2001
CCL5	CCL3L3	0.02314528590068221	Co-expression	Innocenti-Brown-2011; Mallon-McKay-2013
SLAMF7	CCL8	0.02297965856269002	Co-expression	Boldrick-Relman-2002; Innocenti-Brown-2011; Salaverria-Siebert-2011
CCL3	IL1RN	0.02287097554653883	Co-expression	Boldrick-Relman-2002; Ramaswamy-Golub-2001
SCGB1A1	EDN1	0.02278643473982811	Co-expression	Roth-Zlotnik-2006
CXCL3	EDN1	0.022749388590455055	Co-expression	Salaverria-Siebert-2011
GPR183	PLAC8	0.022629447281360626	Co-expression	Salaverria-Siebert-2011
RASGRP1	GPR183	0.02255816524848342	Co-expression	Salaverria-Siebert-2011; Wu-Garvey-2007
OASL	CCL5	0.0225446792319417	Co-expression	Mallon-McKay-2013; Salaverria-Siebert-2011
TNF	S100A12	0.02240888774394989	Co-expression	Ramaswamy-Golub-2001
CCL2	ADM	0.02233434747904539	Co-expression	Chen-Brown-2002; Roth-Zlotnik-2006
RIPK2	CXCL11	0.0223130090162158	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B
ISG15	CCL3	0.022299982607364655	Co-expression	Alizadeh-Staudt-2000
S100A12	SAMSN1	0.02223845198750496	Co-expression	Arijs-Rutgeerts-2009; Chen-Brown-2002
TNF	PTGS2	0.0221859160810709	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
OASL	CCL4	0.022157822735607624	Co-expression	Ramaswamy-Golub-2001; Smirnov-Cheung-2009
CXCL1	SERPINB9	0.022075803950428963	Co-expression	Innocenti-Brown-2011
CXCL5	HCAR3	0.021979374811053276	Co-expression	Salaverria-Siebert-2011
IFIT2	IL6	0.02192291058599949	Co-expression	Ramaswamy-Golub-2001
CXCL3	S100A12	0.021903966553509235	Co-expression	Kang-Willman-2010; Wang-Maris-2006
CCL3	IL8	0.021881812252104282	Co-expression	Boldrick-Relman-2002; Ramaswamy-Golub-2001
ADM	CCL20	0.021869881078600883	Co-expression	Arijs-Rutgeerts-2009; Cheok-Evans-2003
CCL7	IRAK2	0.02182106487452984	Co-expression	Roth-Zlotnik-2006
IFITM1	CXCL10	0.021800555288791656	Co-expression	Arijs-Rutgeerts-2009; Salaverria-Siebert-2011
IL6	SAMSN1	0.021766649559140205	Co-expression	Alizadeh-Staudt-2000
CCL5	CXCL1	0.021663739811629057	Co-expression	Alizadeh-Staudt-2000; Roth-Zlotnik-2006
CCL4	S100A12	0.021628495305776596	Co-expression	Ramaswamy-Golub-2001
GBP1	SERPINB9	0.02159569412469864	Co-expression	Ramaswamy-Golub-2001
RSAD2	IL1RN	0.02159287314862013	Co-expression	Burington-Shaughnessy-2008; Ramaswamy-Golub-2001
PTGS2	CCL7	0.02152929175645113	Co-expression	Chen-Brown-2002; Innocenti-Brown-2011
ADM	CXCL1	0.02140369382686913	Co-expression	Arijs-Rutgeerts-2009; Ramaswamy-Golub-2001
TAP1	CCL3	0.021390559151768684	Co-expression	Cheok-Evans-2003
PTX3	CCL20	0.02138548856601119	Co-expression	Mallon-McKay-2013; Wang-Maris-2006
GBP1	PLAC8	0.021235646679997444	Co-expression	Bahr-Bowler-2013
CCL3	PTGS2	0.021190053783357143	Co-expression	Innocenti-Brown-2011; Ramaswamy-Golub-2001
HCAR3	RIPK2	0.0211725989356637	Co-expression	Bahr-Bowler-2013; Innocenti-Brown-2011
CXCL9	SLAMF7	0.021159577183425426	Co-expression	Innocenti-Brown-2011; Salaverria-Siebert-2011
IFIT2	CCL4	0.021090101450681686	Co-expression	Ramaswamy-Golub-2001
S100A12	CXCL10	0.02108045667409897	Co-expression	Ramaswamy-Golub-2001
TAP1	GBP4	0.02099519595503807	Co-expression	Arijs-Rutgeerts-2009; Roth-Zlotnik-2006
GBP1	ADM	0.02097592130303383	Co-expression	Kang-Willman-2010
IFNG	ISG20	0.020884313620626926	Co-expression	Ramaswamy-Golub-2001; Smirnov-Cheung-2009
OASL	GBP4	0.020863737910985947	Co-expression	Roth-Zlotnik-2006
IFI44	CD24	0.02084444835782051	Co-expression	Rieger-Chu-2004; Smirnov-Cheung-2009
PTGS2	GPR183	0.020839415956288576	Co-expression	Innocenti-Brown-2011; Ramaswamy-Golub-2001
CCL2	SERPINB9	0.020802470855414867	Co-expression	Chen-Brown-2002; Innocenti-Brown-2011
IL1B	SAMSN1	0.020713767502456903	Co-expression	Arijs-Rutgeerts-2009; Roth-Zlotnik-2006
CCL7	APOBEC3A	0.020647339522838593	Co-expression	Salaverria-Siebert-2011
CD80	RIPK2	0.02062321826815605	Co-expression	Salaverria-Siebert-2011
APOBEC3A	GBP5	0.02056879736483097	Co-expression	Kang-Willman-2010; Mallon-McKay-2013
TNFSF10	CXCL10	0.020502154249697924	Co-expression	Chen-Brown-2002; Salaverria-Siebert-2011
PIGR	APOBEC3B	0.02043511625379324	Co-expression	Wang-Maris-2006; Wu-Garvey-2007
IFNG	APOBEC3A	0.02036887314170599	Co-expression	Kang-Willman-2010; Salaverria-Siebert-2011
OASL	IDO2	0.020330704748630524	Co-expression	Roth-Zlotnik-2006
IDO1	SCGB1A1	0.020329292863607407	Co-expression	Smirnov-Cheung-2009
PTX3	IL1RN	0.020261572673916817	Co-expression	Bahr-Bowler-2013; Ramaswamy-Golub-2001
CXCL11	APOBEC3A	0.020228995010256767	Co-expression	Ramaswamy-Golub-2001
CXCL3	PIGR	0.020147566683590412	Co-expression	Bild-Nevins-2006 B; Ramaswamy-Golub-2001
PTGS2	EDN1	0.020099235698580742	Co-expression	Salaverria-Siebert-2011
IFIT3	PLAC8	0.020035105291754007	Co-expression	Bahr-Bowler-2013; Smirnov-Cheung-2009
CCL8	CCL3L3	0.020025797188282013	Co-expression	Innocenti-Brown-2011
IFITM1	ADA	0.019718656316399574	Co-expression	Bahr-Bowler-2013
CCL5	TNFSF10	0.019689868204295635	Co-expression	Alizadeh-Staudt-2000; Chen-Brown-2002; Salaverria-Siebert-2011
MX1	ADA	0.01967913657426834	Co-expression	Wu-Garvey-2007
MX1	CCL2	0.01966174878180027	Co-expression	Wu-Garvey-2007
CXCL10	SERPINB9	0.019652698189020157	Co-expression	Ramaswamy-Golub-2001
GBP5	CCL3L3	0.019614286720752716	Co-expression	Innocenti-Brown-2011; Mallon-McKay-2013
HCAR3	CCL5	0.01958116888999939	Co-expression	Boldrick-Relman-2002
CXCL9	CYP27B1	0.019563861191272736	Co-expression	Arijs-Rutgeerts-2009
CXCL5	GPR183	0.019557833671569824	Co-expression	Salaverria-Siebert-2011
ISG20	PLAC8	0.019523516297340393	Co-expression	Mallon-McKay-2013
CCL2	CXCL10	0.01951219141483307	Co-expression	Salaverria-Siebert-2011
ADA	CD80	0.019466759636998177	Co-expression	Salaverria-Siebert-2011
S100A12	IL8	0.019456894136965275	Co-expression	Kang-Willman-2010; Roth-Zlotnik-2006
HCAR3	APOBEC3A	0.019429560750722885	Co-expression	Salaverria-Siebert-2011
CCL3	GBP1	0.019415907561779022	Co-expression	Alizadeh-Staudt-2000; Rieger-Chu-2004
TAP1	PLAC8	0.01934121362864971	Co-expression	Bahr-Bowler-2013
IFIT3	APOBEC3A	0.019303277134895325	Co-expression	Salaverria-Siebert-2011
GPR183	IL8	0.01927151530981064	Co-expression	Innocenti-Brown-2011; Ramaswamy-Golub-2001
SLAMF7	CXCL11	0.019264649599790573	Co-expression	Innocenti-Brown-2011; Salaverria-Siebert-2011
IFNG	IL8	0.019180727656930685	Co-expression	Arijs-Rutgeerts-2009; Kang-Willman-2010
HCAR3	CD44	0.019152316730469465	Co-expression	Boldrick-Relman-2002; Innocenti-Brown-2011
EDN1	GBP4	0.019132185727357864	Co-expression	Roth-Zlotnik-2006
TAP1	IL6	0.01911313459277153	Co-expression	Chen-Brown-2002
PTGS2	PTX3	0.019074182026088238	Co-expression	Innocenti-Brown-2011; Ramaswamy-Golub-2001
TNFSF8	BPIFA1	0.0189773291349411	Co-expression	Innocenti-Brown-2011
TNFSF10	SCGB1A1	0.018963640555739403	Co-expression	Roth-Zlotnik-2006
ADM	SOD2	0.01892673410475254	Co-expression	Salaverria-Siebert-2011
CCL4	GBP5	0.018921107053756714	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
TNF	ADM	0.018764784559607506	Co-expression	Kang-Willman-2010
CXCL9	SERPINB9	0.01875220239162445	Co-expression	Ramaswamy-Golub-2001
TNF	CCL8	0.01867401972413063	Co-expression	Innocenti-Brown-2011
IL1B	CCL7	0.018658969551324844	Co-expression	Alizadeh-Staudt-2000
IDO1	GBP5	0.01858282182365656	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
TAP1	USP18	0.018473549745976925	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012
IL8	ADM	0.018436452373862267	Co-expression	Salaverria-Siebert-2011
PTGS2	CYP27B1	0.018382467329502106	Co-expression	Gysin-McMahon-2012
CXCL2	IL1RN	0.018341688439249992	Co-expression	Boldrick-Relman-2002; Ramaswamy-Golub-2001
CCL4	IRAK2	0.018307572230696678	Co-expression	Bahr-Bowler-2013
MX1	CXCL3	0.01828414760529995	Co-expression	Ramaswamy-Golub-2001
ISG20	SOD2	0.01826385222375393	Co-expression	Innocenti-Brown-2011
TNF	APOBEC3A	0.018252523615956306	Co-expression	Arijs-Rutgeerts-2009
CCL20	EDN1	0.018250050023198128	Co-expression	Ramaswamy-Golub-2001
S100A12	CD24	0.01821470819413662	Co-expression	Burington-Shaughnessy-2008
TAP1	IFIT2	0.018185775727033615	Co-expression	Kang-Willman-2010
PTGS2	RIPK2	0.018135580234229565	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011
IL8	TNFSF10	0.018118657171726227	Co-expression	Cheok-Evans-2003
OASL	CCL13	0.018113182857632637	Co-expression	Mallon-McKay-2013
CXCL5	IL1RN	0.018084203824400902	Co-expression	Wang-Maris-2006
S100A12	SOD2	0.018081238493323326	Co-expression	Ramaswamy-Golub-2001
CYP27B1	APOBEC3B	0.018042966723442078	Co-expression	Bild-Nevins-2006 B
CXCL1	CCL13	0.01802869699895382	Co-expression	Burington-Shaughnessy-2008
CXCL2	EDN1	0.017885323613882065	Co-expression	Salaverria-Siebert-2011
TAP1	IL1B	0.017874859273433685	Co-expression	Kang-Willman-2010
TNFSF10	CCL8	0.017774265259504318	Co-expression	Bild-Nevins-2006 B; Salaverria-Siebert-2011
IFIT2	TNF	0.01776491291821003	Co-expression	Ramaswamy-Golub-2001
CCL3	SOD2	0.01774589531123638	Co-expression	Ramaswamy-Golub-2001
IFIT3	APOBEC3B	0.01758543774485588	Co-expression	Wu-Garvey-2007
MX1	APOBEC3A	0.017519596964120865	Co-expression	Salaverria-Siebert-2011
TNF	GPR183	0.01750008948147297	Co-expression	Boldrick-Relman-2002
IFIT2	PTX3	0.017492933198809624	Co-expression	Ramaswamy-Golub-2001
CXCL1	IDO1	0.01746290735900402	Co-expression	Smirnov-Cheung-2009
PTX3	SOD2	0.017423924058675766	Co-expression	Ramaswamy-Golub-2001
IL8	VEGFA	0.017421076074242592	Co-expression	Wang-Maris-2006
HCAR3	ADM	0.01742088794708252	Co-expression	Chen-Brown-2002
GPR183	PTX3	0.017315121367573738	Co-expression	Bahr-Bowler-2013
IL1B	PTX3	0.017305878922343254	Co-expression	Ramaswamy-Golub-2001
IL8	GBP5	0.01728686736896634	Co-expression	Arijs-Rutgeerts-2009; Kang-Willman-2010
CCL3	CCL8	0.017255961894989014	Co-expression	Innocenti-Brown-2011
IFIT2	SOD2	0.017183955758810043	Co-expression	Ramaswamy-Golub-2001
SAMSN1	PLAC8	0.017138270661234856	Co-expression	Mallon-McKay-2013
IDO1	IL1RN	0.017069362103939056	Co-expression	Burington-Shaughnessy-2008
CCL13	APOBEC3A	0.017036424949765205	Co-expression	Mallon-McKay-2013
CCL8	CCL13	0.01702052913606167	Co-expression	Innocenti-Brown-2011
IFNG	SOD2	0.01699448935687542	Co-expression	Arijs-Rutgeerts-2009
IFIT2	APOBEC3A	0.016955792903900146	Co-expression	Salaverria-Siebert-2011
RASGRP1	RIPK2	0.016930529847741127	Co-expression	Rieger-Chu-2004
TNFSF10	CXCL11	0.016925485339015722	Co-expression	Bild-Nevins-2006 B; Salaverria-Siebert-2011
HCAR3	CCL13	0.01689317636191845	Co-expression	Alizadeh-Staudt-2000
HCAR3	SCGB1A1	0.0168711319565773	Co-expression	Bild-Nevins-2006 B
PTX3	TNFSF8	0.01685875654220581	Co-expression	Bahr-Bowler-2013
CCL4	PTX3	0.01683800481259823	Co-expression	Ramaswamy-Golub-2001
TAP1	SLAMF7	0.01680469512939453	Co-expression	Bahr-Bowler-2013; Salaverria-Siebert-2011
CCL20	IL1RN	0.016786562278866768	Co-expression	Wang-Maris-2006
MX1	CXCL11	0.016711894422769547	Co-expression	Roth-Zlotnik-2006
SOD2	CYP27B1	0.016693731769919395	Co-expression	Salaverria-Siebert-2011
CXCL9	ISG20	0.016675688792020082	Co-expression	Boldrick-Relman-2002; Roth-Zlotnik-2006
S100A12	CXCL1	0.016650790348649025	Co-expression	Salaverria-Siebert-2011
CXCL3	IL1RN	0.016646532341837883	Co-expression	Wang-Maris-2006
APOBEC3A	USP18	0.016609469428658485	Co-expression	Salaverria-Siebert-2011
CXCL3	RIPK2	0.016601495444774628	Co-expression	Innocenti-Brown-2011
CCL3	CCL2	0.01659589260816574	Co-expression	Chen-Brown-2002; Innocenti-Brown-2011
CXCL1	BPIFB1	0.016558201983571053	Co-expression	Mallon-McKay-2013
CCL4	RASGRP1	0.016550112515687943	Co-expression	Rieger-Chu-2004
SLAMF7	GBP5	0.016546823550015688	Co-expression	Bahr-Bowler-2013; Innocenti-Brown-2011
CD24	EDN1	0.01651766337454319	Co-expression	Gysin-McMahon-2012
RASGRP1	CD80	0.016517125070095062	Co-expression	Salaverria-Siebert-2011
TAP1	OAS2	0.016445215791463852	Co-expression	Bild-Nevins-2006 B; Gysin-McMahon-2012
HCAR3	SERPINB9	0.016444006934762	Co-expression	Innocenti-Brown-2011
CCL4	SLAMF7	0.016435190569609404	Co-expression	Innocenti-Brown-2011; Salaverria-Siebert-2011
